DOS,lesion_length,lumen_axial_skewness,lipid_length_ratio,alpha,PI,d_fc_ca,fraction,ca_axial_skewness,ca_shoulder_skewness,ca_strength_ratio,fc_av_th,SBP,PP,tau,DBP,E_vessel,E_fc,E_lipid,E_cal
0.5989,2.433,-0.059,0.6002,134.1,1.107,0.0058,0.5104,0.0335,0.5016,0.7649,0.01,165.77,69.19,0.48958,96.58,13312651,22873098,396010,196396077187
0.5345,2.0953,-0.3015,0.6585,198.9,1.079,0.0125,0.7486,0.3578,0.2967,1.2185,0.01,121.48,37.29,0.20982,84.19,13022117,14569054,620011,93606790126
0.6135,1.5354,0.3735,0.554,149.7,0.946,0.0122,0.4473,0.6162,0.0346,1.1632,0.01,161.6,74.24,0.2642,87.36,11639312,8648567,667908,240313021670
0.3432,1.9038,0.3971,0.6154,193.4,0.906,0.0057,0.6465,0.1962,0.0323,5.1022,0.01,132.96,73.15,0.16464,59.81,8946597,19095125,352175,242454757724
0.5318,1.6899,-0.301,0.6094,168.1,1.132,0.013,0.4877,0.4656,0.6098,0.373,0.01,131.28,46.17,0.34226,85.11,3195141,6010333,466020,124625573094
0.3141,1.1548,-0.1068,0.6237,140.6,1.19,0.0174,0.3169,0.5031,0.7643,5.1477,0.01,119.12,41.87,0.44224,77.25,7129433,11462538,556375,248459791758
0.6364,2.247,-0.3066,0.7696,147.5,0.927,0.0054,0.3785,0.0113,0.6419,0.6811,0.01,128.05,60.49,0.2711,67.56,3797396,15107716,491365,58563942691
0.3223,1.573,-0.1834,0.7682,169.6,1.098,0.0127,0.483,0.4465,0.3876,1.5565,0.01,144.31,59.07,0.21837,85.24,2896559,8586435,995090,70325280448
0.4794,1.5096,0.4096,0.7126,190.8,1.064,0.0162,0.5691,0.1986,0.5012,0.1299,0.01,163.18,76.86,0.34284,86.32,8643338,16446457,47735,138822119628
0.418,2.4843,-0.3812,0.7492,211.7,0.903,0.0055,0.6147,0.2452,0.1541,0.3408,0.01,167.52,75.06,0.22393,92.46,9754821,6674977,440829,82694840191
0.2873,1.5962,0.0766,0.6676,256.4,0.953,0.009,0.7389,0.4423,0.4636,1.95,0.01,165.0,58.74,0.08577,106.26,4327560,13677023,290219,205086516431
0.4918,1.9595,-0.4897,0.777,223.6,0.9,0.0187,0.626,0.3451,0.7491,0.702,0.01,109.72,36.33,0.28793,73.39,10070396,14239987,851559,223042293758
0.7471,2.334,-0.4448,0.6993,124.6,1.002,0.0178,0.1016,0.5984,0.439,8.7235,0.01,140.8,49.38,0.4953,91.42,5816079,9060796,429302,230943997016
0.5104,1.0055,0.4711,0.7547,225.0,1.052,0.0148,0.5219,0.246,0.6484,0.503,0.01,141.91,36.19,0.05848,105.72,1414447,19863162,802760,127324696299
0.3469,2.9292,0.0102,0.6179,153.4,1.092,0.0077,0.1885,0.4531,0.11,1.9723,0.01,108.79,40.61,0.11343,68.18,1661104,10607693,352987,198917723114
0.4378,2.0388,0.4277,0.5249,210.9,1.116,0.0135,0.7999,0.1748,0.3958,0.5261,0.01,145.45,67.35,0.22064,78.1,6613878,16947297,468996,166012843294
0.4942,1.0894,0.3667,0.6333,124.9,1.062,0.0129,0.6585,0.7759,0.2815,0.2422,0.01,145.76,74.55,0.35053,71.21,7904141,7037131,82356,208956694938
0.6885,2.5515,-0.2079,0.5893,206.5,0.993,0.0065,0.1846,0.6679,0.5003,1.2365,0.01,101.46,37.18,0.20386,64.28,8490222,12443006,44036,215095671324
0.5429,1.873,0.1449,0.7363,189.4,0.981,0.017,0.4862,0.6079,0.4233,0.4951,0.01,158.94,79.5,0.07765,79.44,13757024,10022687,732741,129329698286
0.6209,2.7917,0.4556,0.5663,266.7,0.992,0.0197,0.1228,0.3156,0.3943,5.2127,0.01,163.46,41.33,0.04349,122.13,3524841,13910832,166408,123030134478
0.3169,2.8871,0.082,0.5966,154.2,1.094,0.0078,0.1416,0.002,0.592,0.3348,0.01,124.47,58.62,0.11268,65.85,1357407,12370697,874924,88587292261
0.5583,2.8028,0.4748,0.7124,224.4,1.153,0.0053,0.1123,0.2538,0.0559,0.4744,0.01,138.86,46.42,0.06255,92.44,1526142,12067870,287230,76698978664
0.6102,1.4757,-0.0439,0.7246,269.9,1.023,0.011,0.4292,0.3196,0.5305,0.8293,0.01,127.49,73.25,0.35824,54.24,2087844,15774415,223302,173576674898
0.5096,1.9217,0.2485,0.7026,226.6,1.178,0.0078,0.2049,0.49,0.7162,1.6913,0.01,133.06,61.76,0.36662,71.3,4995631,20625950,62188,205605656509
0.6379,2.1208,0.1199,0.6605,267.0,1.194,0.0142,0.5667,0.7714,0.5265,3.1135,0.01,163.95,61.88,0.1955,102.07,13284674,8954015,717391,156194468266
0.3924,1.2954,-0.1962,0.5601,168.6,1.182,0.0189,0.5084,0.1852,0.4592,3.4147,0.01,162.23,58.47,0.47108,103.76,10377970,12214112,669591,182563472395
0.5933,1.1008,-0.2732,0.7318,147.6,0.956,0.017,0.529,0.24,0.3509,3.3444,0.01,143.28,62.39,0.22184,80.89,9546149,15848475,757409,7218711699
0.6519,1.008,-0.4079,0.6771,255.1,1.109,0.0177,0.6054,0.0074,0.2978,2.7337,0.01,124.75,63.4,0.10363,61.35,12782485,12037084,80274,186927507210
0.7088,1.067,-0.4881,0.5624,211.6,1.141,0.0162,0.7553,0.5664,0.3795,1.0299,0.01,125.25,70.96,0.47742,54.29,10103237,18424291,242110,84366360417
0.2619,1.9552,-0.3414,0.6749,239.6,1.173,0.0072,0.3695,0.6407,0.5286,0.6266,0.01,163.74,62.3,0.33956,101.44,4032943,11488680,364299,245400937726
0.3882,2.7289,-0.2602,0.6275,157.6,1.009,0.0113,0.6479,0.1245,0.6618,0.2444,0.01,130.94,37.95,0.24097,92.99,1714662,17360112,780144,241690705345
0.3604,1.5826,-0.2149,0.5978,256.3,1.019,0.0115,0.6529,0.7516,0.1535,1.8795,0.01,120.35,63.36,0.16011,56.99,4262949,21870540,530409,72083663723
0.4317,1.9826,-0.0989,0.7334,268.5,1.021,0.0085,0.4259,0.6534,0.1145,0.2777,0.01,139.37,47.49,0.48175,91.88,13110136,16836355,35970,161816969336
0.7302,2.9272,-0.2136,0.7339,250.2,0.974,0.0075,0.135,0.2753,0.7092,2.3719,0.01,105.65,61.2,0.48903,44.45,8882517,14409636,730428,30106063654
0.4115,2.7572,0.0852,0.5768,239.2,1.191,0.0155,0.1466,0.1493,0.0756,4.5794,0.01,159.48,48.69,0.16688,110.79,8850846,4372270,631777,191934988444
0.4871,1.2457,0.3318,0.6467,153.1,1.082,0.0131,0.4489,0.661,0.3439,1.5298,0.01,160.04,37.06,0.06221,122.98,4647654,8547319,599588,220899909089
0.4175,1.9852,-0.2084,0.5519,185.6,0.933,0.0158,0.6905,0.7092,0.7032,0.4673,0.01,127.82,47.92,0.14583,79.9,12738589,22541261,130172,167080489800
0.5743,2.4792,0.0038,0.5197,173.0,1.178,0.0124,0.2665,0.012,0.1341,1.3063,0.01,155.25,67.37,0.01692,87.88,6815341,9788327,814982,49325919969
0.3444,2.5316,0.0977,0.7341,240.9,1.141,0.0152,0.5791,0.0692,0.6069,5.6975,0.01,128.46,71.7,0.18153,56.76,5114593,16373315,492852,35553894874
0.3948,1.1674,0.1949,0.5703,176.5,0.971,0.0143,0.7609,0.2122,0.3064,0.6744,0.01,136.41,46.01,0.20434,90.4,9655433,5009643,772475,53679777631
0.2614,2.5578,0.4429,0.6912,248.5,1.112,0.0061,0.3326,0.3508,0.1642,1.3573,0.01,132.25,42.42,0.13373,89.83,1430593,12607768,163224,29372566697
0.5951,2.9475,0.4861,0.5326,203.0,1.008,0.0074,0.5499,0.0173,0.7261,0.2566,0.01,120.8,42.77,0.01018,78.03,1486574,18545973,634135,140323747627
0.4464,2.9411,-0.4051,0.5676,205.7,1.049,0.0127,0.7824,0.7051,0.6947,0.4622,0.01,145.63,66.46,0.16628,79.17,5676249,17922415,180198,136884334730
0.4599,2.1325,0.4338,0.7932,162.0,1.015,0.0059,0.3005,0.146,0.7988,2.4448,0.01,155.12,55.66,0.49625,99.46,5655459,13070027,11464,153667851921
0.4889,2.8919,0.4251,0.5556,180.0,1.085,0.0102,0.4819,0.1256,0.7118,0.6056,0.01,166.57,42.1,0.01184,124.47,9924963,14560024,749705,151779792940
0.7059,1.6196,-0.3214,0.6258,227.2,0.963,0.0116,0.1658,0.2865,0.7852,1.4295,0.01,105.44,37.34,0.03273,68.1,12040684,21484560,487601,221845308891
0.4129,2.7488,0.1556,0.7751,238.0,0.934,0.0114,0.1162,0.5093,0.3828,0.3747,0.01,135.59,50.87,0.20773,84.72,6469216,5142249,141938,108622903792
0.5197,1.9678,0.0203,0.6901,124.4,1.142,0.0105,0.2408,0.662,0.0271,2.0532,0.01,130.15,78.5,0.30539,51.65,5151360,7669919,454517,131313900426
0.4433,2.2685,-0.2284,0.5286,251.4,1.024,0.0176,0.3185,0.5356,0.4322,0.185,0.01,149.61,52.95,0.44832,96.66,1899419,22092853,440202,218427751393
0.2944,2.6477,0.4005,0.7687,197.6,1.126,0.0159,0.1707,0.0831,0.3981,0.6644,0.01,144.82,65.95,0.05457,78.87,2827872,4065256,808825,190167136628
0.5467,1.3112,-0.2935,0.6309,238.9,1.09,0.0154,0.1202,0.6177,0.3601,0.1285,0.01,110.61,60.91,0.40664,49.7,1795071,16684465,465010,191620226613
0.6761,2.4235,0.2081,0.7965,173.4,0.903,0.0053,0.2799,0.1229,0.3449,3.7085,0.01,127.4,39.3,0.45659,88.1,3853609,4763689,551634,132127962193
0.6482,1.1735,-0.4709,0.5859,135.2,1.115,0.014,0.4732,0.3084,0.2186,0.8909,0.01,127.19,54.05,0.14935,73.14,9286527,20901122,866732,66912312008
0.5159,2.0919,0.4412,0.606,157.5,1.044,0.0127,0.2301,0.5477,0.6994,0.6183,0.01,145.15,68.49,0.18148,76.66,11602818,22269034,522244,193988261080
0.376,2.0327,0.3598,0.6811,226.9,1.166,0.0164,0.2822,0.2243,0.5511,0.3086,0.01,116.51,65.74,0.40702,50.77,4945862,14073461,639892,235337045026
0.7297,2.4037,0.3495,0.7277,255.3,1.131,0.0105,0.3213,0.4073,0.0965,0.8651,0.01,159.27,77.57,0.39111,81.7,7515592,4420781,330608,82431408162
0.6365,2.5084,-0.3583,0.5311,265.8,0.917,0.019,0.6333,0.135,0.6011,2.6984,0.01,162.62,36.1,0.17605,126.52,13645291,13466956,624554,242789848944
0.4625,1.4831,-0.0357,0.6452,190.3,0.964,0.0089,0.7942,0.0943,0.3625,0.6765,0.01,102.97,43.59,0.26227,59.38,10486683,6973288,618901,128164342268
0.4191,1.448,-0.3389,0.5137,246.1,1.032,0.0141,0.7254,0.1812,0.3647,0.1876,0.01,146.58,75.83,0.16368,70.75,4472615,18231248,983294,96869694555
0.7253,1.9601,0.1389,0.6713,242.4,1.103,0.0058,0.546,0.0321,0.3161,0.4642,0.01,131.4,68.64,0.48482,62.76,6319344,17565389,499661,239825411790
0.6117,2.7248,-0.4639,0.7343,127.5,1.108,0.0087,0.5182,0.4997,0.5187,1.3255,0.01,134.81,67.03,0.09498,67.78,3786046,5623878,146236,195613611842
0.4071,2.014,-0.2184,0.7789,230.4,0.979,0.0196,0.3228,0.4163,0.2887,2.1569,0.01,121.09,66.71,0.07471,54.38,1172776,13776100,160586,54572122632
0.7155,1.4682,0.3561,0.5722,123.1,1.034,0.0106,0.4779,0.516,0.3988,0.2262,0.01,111.52,57.46,0.12537,54.06,10318785,17420787,680258,155655916653
0.5308,1.3454,-0.3092,0.7611,165.8,1.087,0.0192,0.5606,0.3077,0.2046,0.5075,0.01,123.76,66.94,0.24323,56.82,12605754,20679350,249718,12290985398
0.711,2.078,-0.0014,0.7694,120.3,0.978,0.0165,0.5248,0.2259,0.5601,5.0571,0.01,154.23,54.87,0.0728,99.36,7870459,15590173,232738,134682773880
0.7167,2.3586,-0.0964,0.7949,134.7,1.139,0.0169,0.3032,0.2306,0.5121,1.1508,0.01,121.2,64.03,0.19983,57.17,13681340,19716658,320508,192795287050
0.6062,1.8575,-0.3733,0.7795,155.1,0.998,0.0109,0.371,0.1427,0.0454,1.1987,0.01,130.01,61.94,0.36351,68.07,10864817,11433925,547783,132354790813
0.2963,1.0003,0.4449,0.689,183.4,1.11,0.014,0.128,0.5589,0.0685,5.5169,0.01,142.85,64.3,0.42537,78.55,12005885,21938035,267397,237048401546
0.6143,1.6519,-0.3755,0.7732,130.0,1.012,0.0121,0.2214,0.0656,0.5476,3.6392,0.01,142.73,57.23,0.02909,85.5,8922784,17597652,864101,182091210891
0.403,2.9207,0.263,0.7249,255.9,1.034,0.0175,0.4751,0.489,0.5417,2.8055,0.01,138.69,75.55,0.0902,63.14,10084640,13926937,208290,83162203327
0.6766,2.535,0.1207,0.7302,215.2,1.11,0.011,0.2961,0.5786,0.078,1.1063,0.01,109.01,41.59,0.42254,67.42,11632790,8125956,378107,75340150684
0.7289,2.7949,0.4467,0.607,175.9,0.904,0.0145,0.5502,0.1397,0.0177,0.4475,0.01,128.89,44.15,0.14159,84.74,2243313,13390128,582016,43404641109
0.3599,1.5612,-0.1355,0.7219,210.6,0.942,0.018,0.1032,0.4044,0.2739,0.426,0.01,115.77,57.7,0.47852,58.07,13863539,15589374,450327,231842065023
0.6789,2.7792,0.1745,0.6537,186.2,1.076,0.0189,0.6709,0.7842,0.0087,0.786,0.01,125.55,66.75,0.40811,58.8,1457114,9660465,131887,224777203319
0.6258,1.6904,0.2472,0.5547,156.8,0.952,0.0067,0.7243,0.648,0.2841,0.8433,0.01,105.95,51.79,0.11044,54.16,5447694,8660730,886473,208562402344
0.3738,2.7601,-0.3321,0.5267,150.9,1.041,0.0081,0.29,0.5921,0.3221,3.1717,0.01,155.67,54.16,0.12188,101.51,10091514,12684537,415800,30008269232
0.3812,2.0626,0.1959,0.7214,211.1,1.1,0.0129,0.5823,0.4502,0.108,2.7802,0.01,162.67,52.57,0.09856,110.1,8136058,19353049,617419,9022891294
0.4561,1.3427,-0.4255,0.6611,260.8,1.007,0.0194,0.2324,0.4011,0.1041,0.992,0.01,100.28,57.32,0.4672,42.96,8139065,19960171,542460,62209718437
0.4039,2.2026,0.4928,0.6648,163.2,1.105,0.0167,0.1859,0.2961,0.2713,3.8412,0.01,117.29,59.21,0.46207,58.08,11219464,10839071,460693,20278801747
0.257,2.8892,-0.3034,0.5606,180.9,1.046,0.0082,0.611,0.5422,0.6553,1.6925,0.01,152.98,69.51,0.32382,83.47,9558568,4180233,563153,28351141209
0.6188,1.525,0.1703,0.544,122.7,0.964,0.0199,0.5803,0.0343,0.7782,0.6884,0.01,126.66,38.1,0.41759,88.56,2298480,6259037,594459,85403607163
0.3506,1.9084,0.4197,0.7199,209.8,0.939,0.0139,0.7539,0.2991,0.3382,1.4844,0.01,128.18,60.66,0.28409,67.52,5469184,8261854,540950,199324982105
0.3926,2.9901,0.3023,0.717,228.9,1.044,0.013,0.7134,0.4786,0.4044,1.3286,0.01,136.11,65.45,0.31659,70.66,6733846,7754677,812062,112443741124
0.5826,2.2336,-0.2416,0.757,138.9,1.191,0.0083,0.7934,0.0812,0.7251,1.9785,0.01,155.43,42.6,0.21589,112.83,12807382,6394219,679392,146341141473
0.3354,2.9166,0.0596,0.7665,226.4,1.154,0.0063,0.6378,0.1557,0.5646,1.8563,0.01,137.68,48.42,0.21648,89.26,5684852,14310287,873597,134144793922
0.6773,2.3217,0.424,0.7943,162.6,0.906,0.0109,0.5688,0.7483,0.1503,0.4559,0.01,164.22,58.53,0.28348,105.69,2586023,8778643,342579,88017206518
0.5009,2.1223,-0.2322,0.5258,264.6,1.133,0.0126,0.2475,0.4553,0.535,0.6238,0.01,117.86,66.97,0.12811,50.89,2506453,4907349,993735,104751359741
0.7453,1.0861,0.164,0.7053,250.0,1.062,0.0082,0.1476,0.487,0.7996,0.3955,0.01,117.8,35.83,0.08168,81.97,2167610,18854851,394075,52471802695
0.4592,1.9686,0.082,0.7237,209.0,0.965,0.009,0.5731,0.155,0.0959,1.1418,0.01,161.18,40.56,0.44502,120.62,4812984,10459241,521802,208797242146
0.4845,2.8961,-0.3135,0.6958,149.4,1.065,0.0157,0.4799,0.7786,0.5248,2.0025,0.01,157.89,60.14,0.44548,97.75,2699327,19530662,934230,12364635047
0.4706,1.4592,-0.4791,0.7052,212.7,1.004,0.0143,0.5534,0.137,0.7952,1.1165,0.01,119.22,71.44,0.07892,47.78,7704258,7521096,437626,32525725890
0.4913,2.9333,0.4538,0.7015,246.8,0.96,0.0179,0.5589,0.2051,0.0207,1.0741,0.01,138.02,68.78,0.3597,69.24,1286250,11756958,715409,115324541594
0.3381,1.399,-0.2579,0.7646,173.1,1.131,0.0185,0.4926,0.1008,0.6955,1.772,0.01,147.73,70.41,0.436,77.32,13716437,5202009,574080,215627354684
0.616,1.6109,-0.0506,0.533,219.1,0.988,0.0136,0.1593,0.0187,0.5297,1.1886,0.01,128.37,46.96,0.42985,81.41,10977984,12762298,615203,10245710287
0.5063,2.8389,0.4122,0.6491,183.8,0.956,0.0169,0.3148,0.7376,0.4355,0.5396,0.01,127.52,61.27,0.48856,66.25,2369552,22063861,728372,184135904065
0.6988,2.2626,-0.2164,0.6518,151.1,1.017,0.007,0.3209,0.3138,0.545,1.9046,0.01,158.03,56.88,0.46484,101.15,5344770,8171773,788696,225397378428
0.7199,1.3362,-0.2199,0.5819,225.7,1.077,0.0084,0.4525,0.323,0.6164,0.3806,0.01,107.65,51.71,0.39715,55.94,5482277,20081831,254300,172224397249
0.562,1.6754,0.0162,0.7525,206.0,1.032,0.0082,0.1524,0.6636,0.2293,0.6854,0.01,151.39,75.97,0.03789,75.42,5982022,20959847,435324,51364189658
0.5535,1.3402,-0.4421,0.6137,145.8,0.91,0.0098,0.1869,0.4428,0.3255,1.9243,0.01,144.07,75.28,0.15659,68.79,10232404,8496904,869560,91821690604
0.462,2.3195,0.346,0.6668,154.4,1.102,0.0118,0.7302,0.0013,0.3836,0.9758,0.01,141.12,39.83,0.29975,101.29,7049409,16360798,238940,92667730939
0.5133,1.5503,-0.4998,0.7872,151.3,1.183,0.0053,0.2053,0.6786,0.4726,1.1339,0.01,124.69,41.72,0.15711,82.97,11524612,5548020,986815,64079667197
0.4605,1.3829,0.3194,0.5227,232.4,1.146,0.0175,0.7852,0.1285,0.0104,0.4352,0.01,144.3,36.06,0.49268,108.24,10588607,12338647,912474,158982665106
0.3591,1.8385,-0.0324,0.5068,210.3,1.011,0.0185,0.3766,0.6503,0.7857,1.6552,0.01,162.41,67.29,0.15195,95.12,11868901,16862312,825145,54030770350
0.2791,2.7353,0.4954,0.5115,183.6,1.123,0.0095,0.2455,0.1452,0.4797,2.3036,0.01,129.39,58.38,0.38282,71.01,5770737,16497259,854353,46556319023
0.6051,1.5277,0.4676,0.6322,204.1,1.103,0.0098,0.489,0.431,0.2455,8.0515,0.01,151.01,42.97,0.13139,108.04,4194431,21092375,527246,180744759431
0.2681,2.6085,-0.3335,0.7074,196.0,1.0,0.0066,0.4011,0.6469,0.7433,5.8968,0.01,167.78,77.88,0.46965,89.9,7094896,21934222,488616,178721034806
0.6873,2.5991,0.2624,0.5591,173.3,1.013,0.0092,0.1084,0.0527,0.4858,3.6876,0.01,125.37,72.74,0.12101,52.63,4788871,5040785,278266,121710247843
0.3282,2.6267,-0.3959,0.6823,177.6,0.919,0.0091,0.5113,0.207,0.4642,3.4841,0.01,132.0,42.82,0.04041,89.18,9487592,20394590,164295,75044549805
0.554,2.1248,-0.4852,0.5205,206.8,1.129,0.0065,0.6634,0.6081,0.0054,0.3165,0.01,162.04,51.88,0.44009,110.16,4410970,12462404,84263,199920509379
0.5501,2.9835,-0.2925,0.6863,181.1,1.188,0.0168,0.4311,0.4697,0.3556,1.8692,0.01,153.13,73.0,0.09195,80.13,10243331,10095124,205403,63273919694
0.4416,2.7769,0.2983,0.7962,147.4,1.095,0.0096,0.6399,0.4299,0.6193,1.6998,0.01,129.07,63.3,0.13443,65.77,10719009,4324306,483072,135790712230
0.728,1.5888,-0.4945,0.6971,164.2,1.041,0.0192,0.1864,0.4412,0.7744,3.8508,0.01,131.36,51.3,0.15906,80.06,4544071,20650673,235752,196769002945
0.4572,2.4147,-0.094,0.6974,152.4,0.945,0.018,0.1545,0.4766,0.751,6.1439,0.01,140.25,61.64,0.46805,78.61,9659003,11855212,298383,138669748243
0.3804,1.4559,0.3154,0.7573,166.8,0.926,0.019,0.1529,0.2061,0.4424,0.9392,0.01,126.07,78.11,0.45589,47.96,7480066,8376203,92708,130163338602
0.5404,1.1797,-0.3787,0.779,249.2,1.172,0.0148,0.2564,0.7581,0.4706,1.3905,0.01,122.27,39.64,0.30246,82.63,10850826,9018767,639606,222611746515
0.4083,2.5892,-0.2562,0.5103,263.5,1.047,0.017,0.743,0.0276,0.4494,1.1915,0.01,158.5,67.16,0.40158,91.34,7266008,21232858,158341,114485182935
0.277,2.3626,0.0568,0.5322,247.7,1.155,0.0124,0.3821,0.6219,0.627,0.8202,0.01,162.0,65.64,0.13225,96.36,5133220,9004794,750833,47438080437
0.6838,1.5905,0.4478,0.5891,164.5,1.045,0.0178,0.6774,0.3017,0.5223,0.6471,0.01,102.51,61.71,0.45845,40.8,3049253,10199752,323242,123346544167
0.4675,2.1433,0.4367,0.7739,223.2,0.98,0.0087,0.1773,0.6055,0.6919,1.5014,0.01,139.04,60.6,0.19572,78.44,3267679,5427244,645910,184761354664
0.7411,2.5739,0.1668,0.7148,269.0,1.057,0.0173,0.1684,0.5226,0.7404,0.5429,0.01,150.58,77.56,0.19305,73.02,8444819,5385368,930458,67261281619
0.4775,1.5022,0.2247,0.7777,143.6,1.012,0.0132,0.7148,0.2106,0.3215,2.0132,0.01,167.89,53.86,0.10858,114.03,12492174,6370773,701203,227117019294
0.4651,2.4256,0.4669,0.673,135.5,1.116,0.0147,0.2709,0.6057,0.2635,7.2666,0.01,110.79,63.09,0.27396,47.7,7574313,19515053,955129,144587000752
0.676,1.2399,-0.3437,0.594,123.7,0.999,0.0055,0.115,0.1703,0.3193,0.6061,0.01,126.56,66.56,0.05724,60.0,6707550,11469369,16778,165004264652
0.639,1.0184,-0.0055,0.6398,214.8,1.194,0.014,0.3575,0.0378,0.0482,0.5848,0.01,103.03,43.3,0.17352,59.73,13348077,10955646,148087,186738259396
0.3828,2.6758,-0.0302,0.508,137.1,1.068,0.0169,0.1626,0.756,0.0629,0.3304,0.01,158.6,67.52,0.3254,91.08,1543959,4512776,269135,44928893125
0.7342,2.2314,0.4352,0.7453,215.9,1.152,0.0197,0.5354,0.4669,0.3993,0.12,0.01,143.6,50.47,0.2173,93.13,8178636,15647574,933570,37960100565
0.4809,1.4175,0.1043,0.6047,168.9,1.087,0.0188,0.5204,0.0906,0.0168,0.7805,0.01,117.72,44.89,0.13494,72.83,7405657,13375684,448253,58933117871
0.5359,2.3663,-0.4008,0.7398,155.2,0.901,0.0088,0.7226,0.5284,0.0657,0.6011,0.01,123.31,35.46,0.43343,87.85,3007540,18360517,98636,36973852620
0.7404,2.345,-0.1459,0.7661,148.9,0.982,0.0088,0.568,0.5207,0.5434,1.8129,0.01,169.46,49.41,0.2609,120.05,12295334,11639319,630229,26483854703
0.5733,2.6856,0.4689,0.7648,148.8,0.987,0.0055,0.5717,0.6904,0.3734,0.7044,0.01,165.63,77.94,0.20179,87.69,6880499,10693510,809211,83818350725
0.6374,1.7623,-0.4581,0.6884,207.2,1.077,0.006,0.4608,0.4157,0.6309,2.1439,0.01,168.08,53.65,0.02692,114.43,10794023,13323714,306901,116445681099
0.3147,1.1766,-0.3579,0.644,244.4,1.011,0.0145,0.4086,0.1898,0.2395,1.4521,0.01,139.86,45.1,0.01536,94.76,10957137,12526415,135670,27035620316
0.2907,1.1194,-0.0273,0.726,203.1,0.919,0.0075,0.1353,0.1234,0.2276,0.796,0.01,164.0,36.88,0.42275,127.12,4910916,13241402,110197,207761282985
0.3485,1.1253,-0.3944,0.5126,247.8,1.09,0.0145,0.2434,0.3009,0.0951,1.0974,0.01,154.91,72.8,0.19451,82.11,12487976,5851570,662843,225828088415
0.2827,1.4102,0.0772,0.5157,189.0,1.108,0.0182,0.1957,0.1663,0.0743,0.2462,0.01,106.12,52.47,0.44131,53.65,7556484,15339008,930721,186310166602
0.6539,2.2071,-0.1605,0.6584,236.5,1.065,0.0186,0.3268,0.1263,0.0652,0.9942,0.01,102.84,59.7,0.47838,43.14,5058220,12823712,12728,116897800975
0.5751,2.4944,0.4406,0.5247,235.5,0.984,0.018,0.4242,0.6359,0.4407,7.1332,0.01,119.77,37.64,0.2306,82.13,3182902,9609286,261866,159820087673
0.2912,1.2226,0.1801,0.7879,205.9,1.168,0.0119,0.2918,0.369,0.4876,2.5617,0.01,142.94,36.93,0.42923,106.01,13101966,14872734,433430,217221899650
0.4166,1.8161,-0.4558,0.6947,255.7,0.957,0.0125,0.2304,0.7385,0.1171,2.0371,0.01,153.45,61.63,0.34555,91.82,10428093,12498734,405724,175712726482
0.3321,2.739,-0.27,0.7232,262.5,1.182,0.0075,0.6246,0.595,0.7718,0.5649,0.01,144.49,67.67,0.36548,76.82,12362674,22409260,562097,11073974639
0.681,1.4042,-0.1072,0.7724,158.9,1.078,0.006,0.7799,0.7152,0.2516,0.4922,0.01,148.31,68.32,0.06496,79.99,12941888,11015896,699560,42096312463
0.5747,1.5541,-0.2951,0.5066,194.6,1.191,0.0104,0.4712,0.5041,0.7869,3.9943,0.01,139.72,48.77,0.48032,90.95,1879916,16879316,657196,40811097687
0.4737,2.7885,0.1473,0.5255,152.8,1.18,0.0146,0.5933,0.4807,0.7839,0.8349,0.01,107.32,57.45,0.265,49.87,8259169,18071818,528968,61173336844
0.4975,1.4785,0.211,0.5278,197.2,1.009,0.0155,0.7532,0.2346,0.305,0.296,0.01,150.0,54.17,0.30961,95.83,4558699,4166628,483234,192237418044
0.5768,1.9443,-0.1099,0.538,144.1,0.971,0.0063,0.749,0.6451,0.6179,0.4276,0.01,100.33,55.2,0.02181,45.13,8505969,4037905,627578,29687563466
0.6972,1.6147,0.1033,0.6115,202.2,1.124,0.0184,0.1607,0.614,0.1422,3.1436,0.01,112.18,41.45,0.48308,70.73,5610064,9112439,740853,10536285670
0.311,1.4366,0.4022,0.5632,182.1,1.037,0.0157,0.4064,0.0748,0.5796,2.0901,0.01,140.07,60.17,0.19887,79.9,4396256,11524467,758974,209748866209
0.3413,1.2639,0.1588,0.7822,129.4,1.002,0.0061,0.7174,0.0671,0.1563,0.1955,0.01,133.19,78.7,0.16136,54.49,5785057,15566275,558572,139168296636
0.585,1.3715,-0.1659,0.5989,265.1,1.197,0.0146,0.7083,0.3253,0.7457,0.3764,0.01,161.75,70.24,0.23007,91.51,1420570,7956126,113342,239187585043
0.5361,1.7398,-0.3857,0.7407,172.6,1.181,0.0192,0.5333,0.6973,0.6132,0.4886,0.01,163.82,42.25,0.31543,121.57,5515974,16822118,928507,85180414459
0.6035,2.8436,-0.2714,0.5142,136.0,0.941,0.012,0.4385,0.2623,0.0392,1.6433,0.01,138.94,59.16,0.47688,79.78,8597229,13662604,920558,64133477332
0.407,1.3228,0.0362,0.6839,257.3,1.022,0.0151,0.2667,0.3171,0.6631,1.1721,0.01,148.27,48.38,0.45357,99.89,13579139,10565525,29394,125539787862
0.4588,1.2812,-0.3291,0.7279,268.9,1.046,0.0064,0.6087,0.6628,0.5554,0.6144,0.01,128.61,42.74,0.08934,85.87,8751489,20198479,881184,22317744670
0.6442,1.5806,-0.1862,0.7836,216.9,1.054,0.0066,0.4077,0.7134,0.5097,0.4069,0.01,147.99,38.18,0.37426,109.81,1470395,12897252,685310,154766645837
